Zip Code,Location,City,Population,% Unemployment Rate,National Rank
12803,"43.285467, -73.636150","South Glens Falls, New York","7,394",5.55%,"#12,619"
11228,"40.616863, -74.013196","Brooklyn, New York","41,172",5.54%,"#12,646"
12209,"42.638363, -73.787960","Albany, New York","9,772",5.54%,"#12,647"
14817,"42.365570, -76.332004","Brooktondale, New York","2,282",5.54%,"#12,651"
13682,"43.847665, -75.882700","Rodman, New York",891,5.53%,"#12,685"
13668,"44.755152, -74.998740","Norwood, New York","3,173",5.53%,"#12,686"
11701,"40.686412, -73.412398","Amityville, New York","26,379",5.52%,"#12,716"
10976,"41.021423, -73.922172","Sparkill, New York","1,795",5.52%,"#12,717"
12083,"42.424856, -74.026466","Greenville, New York","3,154",5.52%,"#12,719"
12845,"43.424813, -73.718378","Lake George, New York","4,801",5.52%,"#12,722"
14711,"42.321632, -78.131646","Belfast, New York","1,931",5.52%,"#12,723"
13904,"42.128281, -75.801040","Binghamton, New York","9,619",5.52%,"#12,724"
12424,"42.244523, -74.150286","East Jewett, New York",303,5.51%,"#12,748"
12746,"41.442314, -74.665141","Huguenot, New York","1,144",5.51%,"#12,754"
10993,"41.209896, -73.973842","West Haverstraw, New York","4,263",5.50%,"#12,784"
14871,"42.039625, -76.911418","Pine City, New York","4,908",5.50%,"#12,789"
12993,"44.193847, -73.489177","Westport, New York","1,704",5.50%,"#12,791"
12972,"44.555281, -73.539491","Peru, New York","5,615",5.50%,"#12,792"
12208,"42.652519, -73.807897","Albany, New York","21,307",5.49%,"#12,835"
14304,"43.100698, -78.948314","Niagara Falls, New York","30,960",5.49%,"#12,844"
14514,"43.122159, -77.810679","North Chili, New York","4,722",5.49%,"#12,845"
10913,"41.068258, -73.954975","Blauvelt, New York","5,076",5.48%,"#12,875"
14060,"42.450155, -78.296467","Farmersville Station, New York",441,5.48%,"#12,885"
10940,"41.446544, -74.478741","Middletown, New York","42,860",5.46%,"#12,939"
13856,"42.181947, -75.161730","Walton, New York","6,568",5.46%,"#12,948"
11946,"40.881714, -72.536582","Hampton Bays, New York","12,802",5.45%,"#12,973"
12765,"41.852332, -74.621157","Neversink, New York",836,5.45%,"#12,977"
13790,"42.165361, -76.001942","Johnson City, New York","19,713",5.45%,"#12,980"
14845,"42.203190, -76.839324","Horseheads, New York","19,892",5.45%,"#12,981"
11003,"40.699176, -73.706166","Elmont, New York","40,507",5.44%,"#13,003"
13491,"42.864135, -75.168133","West Winfield, New York","3,784",5.44%,"#13,015"
12941,"44.349395, -73.727808","Jay, New York","1,429",5.42%,"#13,078"
12952,"44.721405, -73.908926","Lyon Mountain, New York",583,5.42%,"#13,080"
13118,"42.755585, -76.387278","Moravia, New York","6,728",5.42%,"#13,084"
10801,"40.917570, -73.784858","New Rochelle, New York","36,322",5.41%,"#13,109"
12166,"42.844633, -74.460179","Sprakers, New York","1,501",5.41%,"#13,110"
12887,"43.550808, -73.383202","Whitehall, New York","4,710",5.41%,"#13,114"
14870,"42.182406, -77.124783","Painted Post, New York","9,347",5.41%,"#13,116"
13092,"42.654563, -76.419295","Locke, New York","2,498",5.41%,"#13,117"
14777,"42.400206, -78.280334","Rushford, New York",620,5.40%,"#13,146"
11561,"40.589061, -73.651049","Long Beach, New York","39,582",5.38%,"#13,196"
13416,"43.187390, -74.970566","Newport, New York","2,228",5.38%,"#13,209"
14132,"43.152672, -78.867925","Sanborn, New York","5,572",5.37%,"#13,239"
14837,"42.490228, -77.016336","Dundee, New York","5,314",5.37%,"#13,240"
14772,"42.157470, -78.952618","Randolph, New York","4,274",5.36%,"#13,267"
12204,"42.691525, -73.733797","Albany, New York","6,792",5.35%,"#13,301"
12901,"44.704021, -73.471148","Plattsburgh, New York","32,253",5.35%,"#13,312"
14726,"42.253585, -79.020279","Conewango Valley, New York","2,144",5.35%,"#13,313"
14522,"43.061864, -77.224684","Palmyra, New York","8,766",5.35%,"#13,314"
14062,"42.451343, -79.166476","Forestville, New York","3,351",5.35%,"#13,315"
14824,"42.265778, -76.693080","Cayuta, New York",869,5.34%,"#13,344"
13672,"44.403781, -74.645192","Parishville, New York",367,5.34%,"#13,345"
13776,"42.471141, -75.341246","Gilbertsville, New York",797,5.34%,"#13,346"
12526,"42.122234, -73.858769","Germantown, New York","3,638",5.33%,"#13,384"
10010,"40.739122, -73.982363","New York, New York","26,408",5.31%,"#13,461"
12401,"41.938565, -74.056809","Kingston, New York","35,722",5.31%,"#13,462"
13029,"43.221243, -76.144434","Brewerton, New York","5,684",5.31%,"#13,468"
13021,"42.922181, -76.561464","Auburn, New York","41,704",5.30%,"#13,501"
14544,"42.756251, -77.243735","Rushville, New York","1,908",5.30%,"#13,502"
12491,"41.965186, -74.141441","West Hurley, New York","1,610",5.29%,"#13,547"
13116,"43.074754, -76.007939","Minoa, New York","3,351",5.29%,"#13,550"
13028,"43.297634, -75.895223","Bernhards Bay, New York","1,380",5.29%,"#13,551"
13827,"42.109832, -76.249951","Owego, New York","11,823",5.29%,"#13,552"
14433,"43.077038, -76.878578","Clyde, New York","4,679",5.29%,"#13,553"
14418,"42.604430, -77.216428","Branchport, New York","1,481",5.29%,"#13,554"
14572,"42.564924, -77.562596","Wayland, New York","5,282",5.27%,"#13,614"
10019,"40.766331, -73.985013","New York, New York","36,012",5.26%,"#13,660"
11955,"40.809125, -72.816096","Moriches, New York","2,652",5.26%,"#13,661"
12859,"43.167174, -73.896576","Porter Corners, New York","1,984",5.26%,"#13,671"
13417,"43.101278, -75.293446","New York Mills, New York","3,180",5.25%,"#13,703"
14569,"42.750485, -78.169399","Warsaw, New York","6,481",5.25%,"#13,704"
12833,"43.140518, -73.857206","Greenfield Center, New York","4,492",5.21%,"#13,852"
13346,"42.817210, -75.538579","Hamilton, New York","5,735",5.21%,"#13,856"
12308,"42.820980, -73.919670","Schenectady, New York","13,346",5.20%,"#13,881"
11427,"40.729722, -73.749800","Queens Village, New York","23,014",5.20%,"#13,883"
13730,"42.238949, -75.571439","Afton, New York","2,982",5.20%,"#13,891"
14886,"42.505751, -76.684980","Trumansburg, New York","6,441",5.20%,"#13,892"
12095,"43.034887, -74.423556","Johnstown, New York","12,911",5.19%,"#13,916"
12010,"42.935694, -74.172293","Amsterdam, New York","28,544",5.19%,"#13,917"
13363,"43.337328, -75.512822","Lee Center, New York","2,397",5.19%,"#13,925"
13308,"43.251374, -75.660412","Blossvale, New York","4,867",5.18%,"#13,966"
13865,"42.064423, -75.637752","Windsor, New York","6,507",5.18%,"#13,968"
14744,"42.424066, -78.217658","Houghton, New York","2,282",5.18%,"#13,969"
13066,"43.032475, -76.000667","Fayetteville, New York","12,299",5.17%,"#13,998"
13316,"43.418917, -75.739740","Camden, New York","6,664",5.17%,"#13,999"
10006,"40.707970, -74.013610","New York, New York","1,447",5.16%,"#14,019"
10011,"40.741844, -74.000711","New York, New York","46,669",5.14%,"#14,083"
13155,"42.674546, -75.776726","South Otselic, New York",677,5.14%,"#14,093"
12873,"43.117451, -73.311646","Shushan, New York",808,5.13%,"#14,121"
11569,"40.608435, -73.590373","Point Lookout, New York","1,559",5.12%,"#14,157"
14894,"42.019488, -76.750371","Wellsburg, New York","2,531",5.10%,"#14,259"
12017,"42.307012, -73.445561","Austerlitz, New York",288,5.09%,"#14,292"
14171,"42.424674, -78.649832","West Valley, New York","2,180",5.09%,"#14,300"
12052,"42.747432, -73.463447","Cropseyville, New York","1,000",5.08%,"#14,335"
11542,"40.869660, -73.628113","Glen Cove, New York","27,693",5.08%,"#14,336"
13402,"42.908511, -75.499306","Madison, New York","1,694",5.08%,"#14,342"
14525,"42.869999, -78.011531","Pavilion, New York","2,971",5.08%,"#14,343"
12586,"41.565744, -74.179081","Walden, New York","11,527",5.07%,"#14,380"
14054,"42.908684, -78.148894","East Bethany, New York","1,361",5.06%,"#14,387"
13903,"42.041886, -75.889073","Binghamton, New York","19,282",5.05%,"#14,451"
14057,"42.640511, -78.879414","Eden, New York","8,276",5.04%,"#14,484"
11215,"40.662688, -73.986740","Brooklyn, New York","63,001",5.03%,"#14,525"
12508,"41.495996, -73.953632","Beacon, New York","19,487",5.03%,"#14,530"
13833,"42.198205, -75.768632","Port Crane, New York","4,463",5.03%,"#14,537"
14120,"43.079317, -78.842654","North Tonawanda, New York","43,144",5.02%,"#14,590"
12979,"44.987143, -73.375296","Rouses Point, New York","2,450",5.01%,"#14,623"
14216,"42.949615, -78.861119","Buffalo, New York","23,587",5.01%,"#14,624"
13135,"43.248350, -76.332359","Phoenix, New York","5,750",5.01%,"#14,625"
12444,"42.266119, -74.278650","Jewett, New York",451,5.00%,"#14,676"
14423,"42.937814, -77.835109","Caledonia, New York","4,953",5.00%,"#14,685"
12964,"44.148266, -73.663999","New Russia, New York",142,5.00%,"#14,686"
11520,"40.650851, -73.584575","Freeport, New York","44,026",4.99%,"#14,715"
10023,"40.775394, -73.982197","New York, New York","62,206",4.98%,"#14,740"
12828,"43.254993, -73.558355","Fort Edward, New York","8,358",4.98%,"#14,744"
10537,"41.355369, -73.879979","Lake Peekskill, New York","2,032",4.97%,"#14,768"
12525,"41.689432, -74.208280","Gardiner, New York","2,868",4.97%,"#14,771"
12130,"42.442570, -73.658564","Niverville, New York",899,4.96%,"#14,793"
13320,"42.777805, -74.740798","Cherry Valley, New York","2,171",4.95%,"#14,836"
10968,"41.036334, -73.921633","Piermont, New York","2,424",4.93%,"#14,899"
11375,"40.722975, -73.843179","Forest Hills, New York","70,204",4.93%,"#14,901"
12484,"41.861839, -74.176528","Stone Ridge, New York","2,540",4.93%,"#14,906"
14736,"42.140503, -79.746885","Findley Lake, New York",289,4.93%,"#14,908"
12072,"42.884893, -74.356741","Fultonville, New York","2,545",4.92%,"#14,935"
12151,"42.922697, -73.787225","Round Lake, New York",706,4.92%,"#14,936"
12870,"43.844949, -73.755934","Schroon Lake, New York","1,677",4.92%,"#14,937"
10923,"41.203213, -74.002535","Garnerville, New York","9,273",4.91%,"#14,972"
12022,"42.670232, -73.327389","Berlin, New York",813,4.91%,"#14,974"
14708,"42.019219, -78.063617","Alma, New York",171,4.91%,"#14,980"
12058,"42.345129, -73.918376","Earlton, New York","1,400",4.89%,"#15,044"
10552,"40.924460, -73.826115","Mount Vernon, New York","19,948",4.89%,"#15,045"
11726,"40.678789, -73.395729","Copiague, New York","17,737",4.89%,"#15,046"
12838,"43.328764, -73.401454","Hartford, New York",649,4.89%,"#15,051"
12865,"43.214159, -73.347451","Salem, New York","3,152",4.89%,"#15,054"
13658,"44.743083, -75.279399","Lisbon, New York","2,356",4.89%,"#15,057"
13315,"42.739121, -75.136119","Burlington Flats, New York","1,397",4.89%,"#15,058"
14860,"42.577999, -76.830889","Lodi, New York","1,142",4.89%,"#15,059"
14445,"43.113720, -77.489532","East Rochester, New York","8,179",4.88%,"#15,090"
14905,"42.087725, -76.843282","Elmira, New York","9,407",4.87%,"#15,124"
13120,"42.933170, -76.175146","Nedrow, New York","2,998",4.87%,"#15,125"
13786,"42.454631, -74.690493","Harpersfield, New York",435,4.86%,"#15,166"
14485,"42.882635, -77.601026","Lima, New York","4,593",4.86%,"#15,168"
14738,"42.045388, -79.056846","Frewsburg, New York","3,800",4.86%,"#15,169"
13477,"43.035802, -75.516213","Vernon Center, New York","1,398",4.85%,"#15,213"
14141,"42.518547, -78.700622","Springville, New York","7,858",4.85%,"#15,216"
12149,"42.630367, -74.559012","Richmondville, New York","2,008",4.84%,"#15,248"
14004,"42.898738, -78.517223","Alden, New York","12,241",4.84%,"#15,262"
14008,"43.309798, -78.629027","Appleton, New York","1,489",4.83%,"#15,301"
14092,"43.174537, -78.992002","Lewiston, New York","11,121",4.83%,"#15,302"
14480,"42.839522, -77.708389","Lakeville, New York",641,4.83%,"#15,303"
13744,"42.243494, -75.907999","Castle Creek, New York","1,202",4.82%,"#15,341"
13084,"42.880541, -76.124474","La Fayette, New York","4,215",4.82%,"#15,342"
11930,"40.988145, -72.104673","Amagansett, New York","1,167",4.81%,"#15,388"
12498,"42.046044, -74.109455","Woodstock, New York","5,417",4.81%,"#15,393"
14733,"42.160122, -79.172199","Falconer, New York","4,019",4.81%,"#15,396"
13736,"42.323579, -76.192978","Berkshire, New York","2,342",4.81%,"#15,398"
10314,"40.598825, -74.163336","Staten Island, New York","84,821",4.80%,"#15,435"
14747,"42.158209, -79.084048","Kennedy, New York","2,436",4.80%,"#15,443"
13480,"42.917856, -75.363163","Waterville, New York","3,459",4.79%,"#15,483"
13733,"42.297364, -75.478119","Bainbridge, New York","4,874",4.78%,"#15,517"
13697,"44.754714, -74.810347","Winthrop, New York","2,165",4.78%,"#15,518"
12015,"42.292243, -73.821532","Athens, New York","2,832",4.77%,"#15,554"
12515,"41.679444, -74.064879","Clintondale, New York","1,068",4.77%,"#15,562"
14227,"42.886935, -78.730383","Buffalo, New York","24,573",4.77%,"#15,563"
14571,"43.345849, -78.253890","Waterport, New York","1,119",4.77%,"#15,564"
12057,"42.960614, -73.351947","Eagle Bridge, New York","1,713",4.76%,"#15,604"
12860,"43.705345, -73.757999","Pottersville, New York","1,150",4.76%,"#15,616"
14470,"43.205212, -78.057685","Holley, New York","8,953",4.76%,"#15,619"
14874,"42.531888, -77.178619","Pulteney, New York",216,4.76%,"#15,620"
12496,"42.319697, -74.241265","Windham, New York","1,097",4.75%,"#15,650"
12583,"42.059591, -73.883626","Tivoli, New York","2,427",4.74%,"#15,692"
10974,"41.154310, -74.200465","Sloatsburg, New York","3,183",4.72%,"#15,761"
11703,"40.732670, -73.325925","North Babylon, New York","16,336",4.72%,"#15,762"
11942,"40.850055, -72.587962","East Quogue, New York","3,981",4.72%,"#15,763"
12106,"42.386683, -73.711898","Kinderhook, New York","2,297",4.72%,"#15,765"
12936,"44.264295, -73.400978","Essex, New York",479,4.72%,"#15,771"
12534,"42.224111, -73.756154","Hudson, New York","18,686",4.72%,"#15,773"
10964,"41.017211, -73.913870","Palisades, New York","1,282",4.70%,"#15,834"
12168,"42.560992, -73.387574","Stephentown, New York","2,083",4.70%,"#15,835"
12827,"43.440555, -73.506595","Fort Ann, New York","3,815",4.70%,"#15,847"
13411,"42.633789, -75.306457","New Berlin, New York","3,332",4.70%,"#15,849"
13037,"43.058819, -75.867355","Chittenango, New York","8,772",4.70%,"#15,850"
11558,"40.611322, -73.662331","Island Park, New York","8,553",4.69%,"#15,872"
12008,"42.848917, -73.912735","Alplaus, New York",431,4.69%,"#15,875"
12834,"43.088945, -73.500552","Greenwich, New York","6,678",4.69%,"#15,884"
12831,"43.190815, -73.691874","Gansevoort, New York","14,204",4.69%,"#15,888"
12461,"41.926103, -74.301048","Olivebridge, New York","1,781",4.69%,"#15,889"
13812,"42.034436, -76.348183","Nichols, New York","2,454",4.69%,"#15,890"
12117,"43.169293, -74.261094","Mayfield, New York","3,223",4.68%,"#15,915"
13815,"42.547416, -75.533555","Norwich, New York","14,019",4.68%,"#15,921"
12577,"41.424982, -74.109743","Salisbury Mills, New York","1,614",4.67%,"#15,962"
14731,"42.307754, -78.643656","Ellicottville, New York","1,773",4.67%,"#15,966"
12409,"42.084844, -74.156900","Bearsville, New York",464,4.66%,"#16,002"
13460,"42.686926, -75.458076","Sherburne, New York","4,424",4.66%,"#16,017"
11971,"41.059912, -72.427282","Southold, New York","5,575",4.65%,"#16,048"
12157,"42.669798, -74.286077","Schoharie, New York","3,987",4.65%,"#16,049"
14867,"42.343150, -76.618094","Newfield, New York","5,430",4.65%,"#16,062"
14767,"42.040452, -79.514296","Panama, New York","1,910",4.65%,"#16,063"
11426,"40.736619, -73.723610","Bellerose, New York","18,727",4.64%,"#16,103"
14889,"42.234171, -76.578897","Van Etten, New York","1,458",4.64%,"#16,107"
14527,"42.666969, -77.068146","Penn Yan, New York","12,970",4.64%,"#16,108"
13060,"43.024403, -76.423425","Elbridge, New York","2,852",4.64%,"#16,109"
13328,"42.981397, -75.426471","Deansboro, New York","1,266",4.64%,"#16,110"
12422,"42.391829, -74.213288","Durham, New York",291,4.63%,"#16,151"
14150,"42.997524, -78.878511","Tonawanda, New York","44,535",4.63%,"#16,157"
11552,"40.692979, -73.652416","West Hempstead, New York","23,309",4.62%,"#16,181"
12522,"41.720153, -73.581931","Dover Plains, New York","5,691",4.62%,"#16,188"
14618,"43.112890, -77.557574","Rochester, New York","22,387",4.62%,"#16,191"
10308,"40.551236, -74.150961","Staten Island, New York","26,451",4.61%,"#16,227"
11590,"40.756284, -73.570247","Westbury, New York","42,507",4.61%,"#16,228"
11365,"40.738856, -73.792528","Fresh Meadows, New York","41,566",4.61%,"#16,229"
14031,"42.983128, -78.614262","Clarence, New York","8,769",4.61%,"#16,237"
13033,"43.188494, -76.562626","Cato, New York","4,544",4.61%,"#16,238"
10306,"40.569755, -74.122141","Staten Island, New York","55,698",4.60%,"#16,268"
12074,"43.078638, -74.060443","Galway, New York","3,195",4.60%,"#16,269"
11727,"40.880224, -73.002112","Coram, New York","25,603",4.60%,"#16,270"
13036,"43.309256, -76.166775","Central Square, New York","8,462",4.60%,"#16,285"
11933,"40.917015, -72.754074","Calverton, New York","5,857",4.59%,"#16,327"
13304,"43.231963, -75.170870","Barneveld, New York","1,655",4.59%,"#16,339"
14217,"42.971854, -78.875512","Buffalo, New York","24,692",4.59%,"#16,340"
14748,"42.173821, -78.606386","Kill Buck, New York",660,4.59%,"#16,341"
10162,"40.769298, -73.949942","New York, New York","1,726",4.58%,"#16,364"
11005,"40.756578, -73.714178","Floral Park, New York","2,195",4.58%,"#16,365"
14838,"42.183871, -76.658655","Erin, New York","2,105",4.58%,"#16,378"
14624,"43.128271, -77.731354","Rochester, New York","38,231",4.56%,"#16,443"
14094,"43.157693, -78.702073","Lockport, New York","51,376",4.56%,"#16,444"
14225,"42.928824, -78.752459","Buffalo, New York","35,893",4.56%,"#16,445"
10004,"40.691870, -74.014109","New York, New York","1,225",4.55%,"#16,472"
14020,"43.001476, -78.214875","Batavia, New York","23,055",4.55%,"#16,475"
11932,"40.939791, -72.308369","Bridgehampton, New York","1,429",4.54%,"#16,520"
12464,"42.033404, -74.369416","Phoenicia, New York","1,173",4.54%,"#16,526"
13053,"42.479574, -76.267919","Dryden, New York","4,413",4.54%,"#16,533"
12918,"44.663770, -73.699653","Cadyville, New York","2,781",4.53%,"#16,569"
12160,"42.753580, -74.347628","Sloansville, New York","1,177",4.52%,"#16,607"
12989,"44.520107, -74.069770","Vermontville, New York",853,4.52%,"#16,614"
14145,"42.729606, -78.434328","Strykersville, New York","1,732",4.52%,"#16,615"
13775,"42.332984, -75.159583","Franklin, New York","1,735",4.52%,"#16,617"
12025,"43.083346, -74.138092","Broadalbin, New York","5,683",4.51%,"#16,660"
13302,"43.498110, -75.965068","Altmar, New York","1,556",4.51%,"#16,670"
10950,"41.317294, -74.197530","Monroe, New York","38,791",4.50%,"#16,710"
11772,"40.771471, -72.995182","Patchogue, New York","41,913",4.50%,"#16,711"
13795,"42.056638, -75.778938","Kirkwood, New York","3,770",4.50%,"#16,720"
14775,"42.228753, -79.699933","Ripley, New York","2,736",4.50%,"#16,721"
12198,"42.672453, -73.632704","Wynantskill, New York","7,295",4.49%,"#16,755"
11358,"40.760467, -73.796418","Flushing, New York","38,647",4.48%,"#16,801"
10603,"41.057813, -73.777196","White Plains, New York","16,389",4.48%,"#16,802"
10963,"41.472208, -74.542990","Otisville, New York","4,660",4.48%,"#16,803"
12523,"42.069887, -73.753418","Elizaville, New York","1,976",4.48%,"#16,805"
13746,"42.237222, -75.862775","Chenango Forks, New York","2,203",4.48%,"#16,808"
13760,"42.133387, -76.084713","Endicott, New York","43,954",4.48%,"#16,809"
11738,"40.837386, -73.037968","Farmingville, New York","16,811",4.47%,"#16,838"
12125,"42.475027, -73.412709","New Lebanon, New York","1,493",4.46%,"#16,887"
11366,"40.727929, -73.793074","Fresh Meadows, New York","13,366",4.46%,"#16,888"
11789,"40.957123, -72.971270","Sound Beach, New York","7,660",4.45%,"#16,925"
12434,"42.354338, -74.482882","Grand Gorge, New York",663,4.45%,"#16,927"
13621,"44.834567, -75.059261","Chase Mills, New York",699,4.44%,"#16,986"
11733,"40.934181, -73.105889","East Setauket, New York","20,382",4.43%,"#17,015"
12023,"42.598558, -74.183022","Berne, New York","2,121",4.43%,"#17,019"
14226,"42.971014, -78.796455","Buffalo, New York","29,382",4.43%,"#17,023"
13732,"42.049447, -76.167535","Apalachin, New York","8,380",4.43%,"#17,024"
13224,"43.031797, -76.100655","Syracuse, New York","9,052",4.43%,"#17,025"
14750,"42.076991, -79.327748","Lakewood, New York","4,623",4.43%,"#17,026"
11704,"40.717504, -73.358203","West Babylon, New York","40,114",4.42%,"#17,065"
10523,"41.061817, -73.819281","Elmsford, New York","7,489",4.42%,"#17,066"
14769,"42.367931, -79.472317","Portland, New York","1,024",4.42%,"#17,075"
12189,"42.733036, -73.718976","Watervliet, New York","16,783",4.41%,"#17,109"
10573,"41.018087, -73.679179","Port Chester, New York","36,300",4.40%,"#17,155"
11706,"40.720471, -73.259399","Bay Shore, New York","60,460",4.39%,"#17,206"
14219,"42.789589, -78.825966","Buffalo, New York","13,050",4.39%,"#17,218"
12404,"41.818967, -74.236062","Accord, New York","3,772",4.38%,"#17,240"
13849,"42.364096, -75.315824","Unadilla, New York","5,151",4.38%,"#17,248"
13808,"42.530472, -75.254515","Morris, New York","1,894",4.38%,"#17,249"
10925,"41.222743, -74.292681","Greenwood Lake, New York","4,986",4.37%,"#17,280"
10926,"41.276440, -74.116509","Harriman, New York","3,275",4.37%,"#17,281"
14869,"42.368195, -76.768955","Odessa, New York","1,435",4.37%,"#17,290"
13778,"42.359219, -75.759496","Greene, New York","6,389",4.35%,"#17,360"
13606,"43.866400, -76.022787","Adams Center, New York","2,727",4.35%,"#17,361"
13080,"43.080922, -76.465078","Jordan, New York","3,553",4.35%,"#17,362"
13052,"42.745091, -75.863841","De Ruyter, New York","1,631",4.35%,"#17,363"
14840,"42.441073, -77.188573","Hammondsport, New York","3,406",4.34%,"#17,415"
12138,"42.748844, -73.370413","Petersburg, New York","3,678",4.33%,"#17,455"
12122,"42.545070, -74.308047","Middleburgh, New York","4,348",4.33%,"#17,456"
13318,"42.920182, -75.261538","Cassville, New York","1,429",4.32%,"#17,498"
14036,"42.973851, -78.389527","Corfu, New York","5,243",4.32%,"#17,499"
11961,"40.893355, -72.877865","Ridge, New York","12,664",4.31%,"#17,532"
10507,"41.232590, -73.692641","Bedford Hills, New York","7,646",4.31%,"#17,533"
13483,"43.406502, -75.835393","Westdale, New York",160,4.30%,"#17,587"
14521,"42.688238, -76.804245","Ovid, New York","3,624",4.30%,"#17,588"
14025,"42.621454, -78.726069","Boston, New York","3,141",4.30%,"#17,589"
12564,"41.577105, -73.589238","Pawling, New York","6,644",4.28%,"#17,667"
11572,"40.630521, -73.637745","Oceanside, New York","31,241",4.27%,"#17,698"
12804,"43.340954, -73.685911","Queensbury, New York","24,083",4.27%,"#17,710"
12779,"41.696285, -74.628008","South Fallsburg, New York","1,544",4.27%,"#17,711"
13078,"42.958484, -76.061077","Jamesville, New York","8,625",4.27%,"#17,716"
14424,"42.856695, -77.303277","Canandaigua, New York","24,878",4.27%,"#17,717"
11964,"41.055701, -72.316976","Shelter Island, New York","1,148",4.26%,"#17,743"
12144,"42.627836, -73.717842","Rensselaer, New York","18,367",4.26%,"#17,744"
11361,"40.764370, -73.771869","Bayside, New York","29,206",4.26%,"#17,746"
12768,"41.876259, -74.715135","Parksville, New York","1,030",4.24%,"#17,848"
12819,"43.591932, -73.520776","Clemons, New York",364,4.24%,"#17,849"
12538,"41.792345, -73.893141","Hyde Park, New York","12,653",4.24%,"#17,850"
13077,"42.711074, -76.206959","Homer, New York","6,823",4.24%,"#17,852"
14589,"43.249424, -77.174261","Williamson, New York","7,653",4.24%,"#17,853"
14075,"42.713252, -78.833315","Hamburg, New York","42,082",4.23%,"#17,894"
12553,"41.460880, -74.072198","New Windsor, New York","22,514",4.22%,"#17,930"
12817,"43.639819, -73.818906","Chestertown, New York","2,187",4.22%,"#17,931"
13166,"43.068039, -76.544080","Weedsport, New York","6,107",4.22%,"#17,934"
14591,"42.832021, -78.107328","Wyoming, New York","1,570",4.22%,"#17,935"
10016,"40.744983, -73.978262","New York, New York","51,217",4.21%,"#17,978"
12533,"41.561643, -73.787605","Hopewell Junction, New York","22,254",4.21%,"#17,989"
10805,"40.897721, -73.779258","New Rochelle, New York","17,957",4.20%,"#18,026"
13780,"42.431337, -75.483014","Guilford, New York",923,4.20%,"#18,032"
13211,"43.104491, -76.116553","Syracuse, New York","6,425",4.20%,"#18,033"
12147,"42.518611, -74.158840","Rensselaerville, New York",528,4.19%,"#18,066"
10509,"41.422360, -73.580154","Brewster, New York","18,913",4.19%,"#18,067"
13846,"42.363723, -75.054746","Treadwell, New York",342,4.19%,"#18,074"
14091,"42.537727, -78.882534","Lawtons, New York","1,135",4.19%,"#18,075"
11779,"40.812431, -73.116108","Ronkonkoma, New York","39,321",4.18%,"#18,123"
10024,"40.786307, -73.970694","New York, New York","61,414",4.18%,"#18,124"
10014,"40.733471, -74.007098","New York, New York","32,667",4.18%,"#18,126"
14519,"43.233972, -77.314631","Ontario, New York","11,020",4.18%,"#18,134"
11364,"40.745620, -73.757537","Oakland Gardens, New York","34,539",4.17%,"#18,162"
10307,"40.506815, -74.241709","Staten Island, New York","11,669",4.16%,"#18,217"
11362,"40.758401, -73.733420","Little Neck, New York","17,502",4.16%,"#18,219"
12188,"42.819962, -73.694056","Waterford, New York","10,610",4.16%,"#18,220"
10560,"41.340527, -73.597609","North Salem, New York","4,941",4.16%,"#18,221"
13811,"42.225336, -76.179839","Newark Valley, New York","4,348",4.16%,"#18,236"
14505,"43.159419, -77.168961","Marion, New York","5,908",4.16%,"#18,237"
11715,"40.749738, -73.034888","Blue Point, New York","4,407",4.15%,"#18,271"
13782,"42.169631, -74.991294","Hamden, New York",777,4.15%,"#18,280"
14865,"42.356119, -76.826721","Montour Falls, New York","2,699",4.15%,"#18,281"
13082,"43.102730, -75.959888","Kirkville, New York","5,012",4.15%,"#18,283"
10128,"40.781656, -73.950281","New York, New York","59,856",4.14%,"#18,319"
11776,"40.913812, -73.046148","Port Jefferson Station, New York","22,440",4.13%,"#18,372"
12603,"41.675868, -73.864484","Poughkeepsie, New York","41,667",4.13%,"#18,378"
14718,"42.345814, -79.287617","Cassadaga, New York","2,183",4.13%,"#18,382"
14131,"43.235271, -78.899008","Ransomville, New York","5,307",4.13%,"#18,383"
12046,"42.509480, -73.923510","Coeymans Hollow, New York",934,4.12%,"#18,420"
10309,"40.530847, -74.221178","Staten Island, New York","27,207",4.12%,"#18,421"
13322,"42.977305, -75.198364","Clayville, New York","1,104",4.12%,"#18,433"
14464,"43.326618, -77.929685","Hamlin, New York","7,637",4.11%,"#18,477"
14224,"42.837826, -78.747935","Buffalo, New York","40,509",4.11%,"#18,478"
10312,"40.547291, -74.179264","Staten Island, New York","58,867",4.10%,"#18,498"
12866,"43.092690, -73.735445","Saratoga Springs, New York","34,570",4.10%,"#18,506"
11790,"40.903592, -73.131054","Stony Brook, New York","18,374",4.09%,"#18,546"
13731,"42.128419, -74.787370","Andes, New York","1,275",4.09%,"#18,550"
11360,"40.782352, -73.780749","Bayside, New York","19,350",4.08%,"#18,586"
12549,"41.520026, -74.257424","Montgomery, New York","8,670",4.07%,"#18,634"
13090,"43.152537, -76.217092","Liverpool, New York","30,934",4.07%,"#18,636"
14136,"42.521331, -79.175253","Silver Creek, New York","5,429",4.07%,"#18,637"
14626,"43.216516, -77.710843","Rochester, New York","29,120",4.07%,"#18,638"
12443,"41.934991, -74.084925","Hurley, New York","3,859",4.06%,"#18,675"
12542,"41.613876, -74.015014","Marlboro, New York","5,818",4.04%,"#18,770"
