Zip Code,Location,City,Population,% Unemployment Rate,National Rank
12777,"41.561802, -74.709618","Forestburgh, New York",781,2.29%,"#26,582"
10502,"41.014059, -73.839744","Ardsley, New York","4,935",2.28%,"#26,613"
12732,"41.568057, -74.886620","Eldred, New York",900,2.28%,"#26,620"
14051,"43.039886, -78.704186","East Amherst, New York","17,991",2.28%,"#26,624"
12054,"42.608547, -73.864416","Delmar, New York","16,421",2.27%,"#26,651"
12927,"44.256298, -74.868945","Cranberry Lake, New York",258,2.27%,"#26,657"
11769,"40.736277, -73.129837","Oakdale, New York","9,729",2.25%,"#26,727"
11724,"40.856500, -73.452894","Cold Spring Harbor, New York","3,040",2.25%,"#26,728"
11780,"40.890431, -73.171453","Saint James, New York","14,920",2.24%,"#26,767"
10804,"40.946841, -73.788051","New Rochelle, New York","14,131",2.24%,"#26,768"
11507,"40.770879, -73.652364","Albertson, New York","7,755",2.23%,"#26,791"
12849,"43.441613, -73.300072","Middle Granville, New York",445,2.23%,"#26,798"
12575,"41.486109, -74.158896","Rock Tavern, New York","2,089",2.23%,"#26,799"
11972,"40.818205, -72.701844","Speonk, New York",692,2.22%,"#26,836"
10069,"40.775551, -73.989689","New York, New York","1,403",2.21%,"#26,860"
10526,"41.294835, -73.662114","Goldens Bridge, New York","1,652",2.21%,"#26,861"
10965,"41.061482, -74.015910","Pearl River, New York","14,522",2.20%,"#26,902"
11804,"40.766708, -73.451812","Old Bethpage, New York","5,014",2.19%,"#26,939"
10533,"41.039478, -73.850709","Irvington, New York","7,464",2.19%,"#26,940"
13861,"42.508540, -75.151092","West Oneonta, New York",652,2.19%,"#26,949"
12184,"42.420039, -73.653177","Valatie, New York","7,273",2.18%,"#26,977"
12450,"42.170691, -74.229327","Lanesville, New York",430,2.17%,"#27,012"
11557,"40.635065, -73.691343","Hewlett, New York","7,966",2.17%,"#27,013"
11732,"40.852904, -73.537599","East Norwich, New York","3,804",2.17%,"#27,014"
11782,"40.753968, -73.099453","Sayville, New York","15,897",2.17%,"#27,015"
10992,"41.421990, -74.163800","Washingtonville, New York","9,367",2.15%,"#27,084"
14543,"42.990648, -77.679529","Rush, New York","3,296",2.15%,"#27,093"
14564,"42.981266, -77.431077","Victor, New York","9,903",2.14%,"#27,125"
10598,"41.286807, -73.798823","Yorktown Heights, New York","29,368",2.11%,"#27,226"
12018,"42.628833, -73.520770","Averill Park, New York","7,513",2.11%,"#27,227"
12578,"41.808483, -73.781304","Salt Point, New York","2,105",2.10%,"#27,264"
13804,"42.220452, -75.359973","Masonville, New York",389,2.10%,"#27,268"
12173,"42.371855, -73.754161","Stuyvesant, New York","2,357",2.09%,"#27,289"
12942,"44.232234, -73.826953","Keene, New York",670,2.09%,"#27,297"
10962,"41.050504, -73.960154","Orangeburg, New York","5,580",2.08%,"#27,322"
12061,"42.594948, -73.659578","East Greenbush, New York","7,872",2.07%,"#27,362"
11795,"40.708202, -73.303076","West Islip, New York","27,127",2.07%,"#27,363"
13073,"42.583670, -76.387923","Groton, New York","6,000",2.04%,"#27,446"
13110,"42.889042, -76.276926","Marietta, New York","2,472",2.04%,"#27,448"
13461,"43.077098, -75.587609","Sherrill, New York","3,179",2.03%,"#27,486"
14568,"43.159881, -77.281348","Walworth, New York","5,874",2.02%,"#27,515"
14472,"42.973554, -77.576983","Honeoye Falls, New York","8,140",2.00%,"#27,577"
12042,"42.425570, -73.920464","Climax, New York",812,1.99%,"#27,601"
11716,"40.776697, -73.134857","Bohemia, New York","10,360",1.98%,"#27,634"
11764,"40.934197, -72.975160","Miller Place, New York","11,120",1.98%,"#27,635"
12192,"42.417040, -73.817206","West Coxsackie, New York","2,270",1.98%,"#27,639"
12086,"43.009005, -74.086332","Hagaman, New York","1,554",1.95%,"#27,718"
14561,"42.819550, -77.130007","Stanley, New York","2,875",1.95%,"#27,724"
10580,"40.978942, -73.693320","Rye, New York","16,737",1.94%,"#27,759"
11705,"40.743277, -73.055841","Bayport, New York","8,007",1.94%,"#27,762"
12531,"41.520881, -73.659921","Holmes, New York","3,051",1.93%,"#27,794"
12472,"41.849570, -74.076786","Rosendale, New York","1,654",1.92%,"#27,824"
13132,"43.271927, -76.251046","Pennellville, New York","4,310",1.92%,"#27,826"
14586,"43.041661, -77.689956","West Henrietta, New York","6,197",1.92%,"#27,827"
12084,"42.704563, -73.899429","Guilderland, New York","4,214",1.91%,"#27,851"
10516,"41.462100, -73.875003","Cold Spring, New York","5,190",1.91%,"#27,852"
14842,"42.600505, -76.981134","Himrod, New York",909,1.90%,"#27,883"
14058,"43.109493, -78.160006","Elba, New York","2,325",1.90%,"#27,884"
12850,"43.102616, -73.981441","Middle Grove, New York","2,242",1.88%,"#27,941"
14170,"42.700245, -78.674307","West Falls, New York","2,633",1.87%,"#27,967"
10583,"40.988682, -73.789204","Scarsdale, New York","39,091",1.86%,"#27,995"
12211,"42.705608, -73.766085","Albany, New York","10,684",1.85%,"#28,022"
12985,"44.564739, -73.715975","Schuyler Falls, New York","1,187",1.85%,"#28,032"
12513,"42.219307, -73.720481","Claverack, New York","1,043",1.84%,"#28,052"
11754,"40.886865, -73.245725","Kings Park, New York","18,847",1.83%,"#28,072"
13112,"43.095233, -76.407971","Memphis, New York","1,922",1.82%,"#28,085"
12170,"43.001956, -73.667271","Stillwater, New York","5,037",1.82%,"#28,108"
11579,"40.844004, -73.644012","Sea Cliff, New York","5,141",1.82%,"#28,109"
12407,"42.323508, -74.333035","Ashland, New York",469,1.81%,"#28,132"
10589,"41.328630, -73.697168","Somers, New York","7,363",1.80%,"#28,167"
14625,"43.150039, -77.505521","Rochester, New York","10,792",1.79%,"#28,190"
12837,"43.476445, -73.255601","Hampton, New York",849,1.78%,"#28,214"
10590,"41.255441, -73.539322","South Salem, New York","7,212",1.77%,"#28,230"
10570,"41.127957, -73.790628","Pleasantville, New York","12,366",1.77%,"#28,232"
11023,"40.799784, -73.733445","Great Neck, New York","8,501",1.76%,"#28,254"
11547,"40.830929, -73.643958","Glenwood Landing, New York",666,1.73%,"#28,320"
12458,"41.857544, -74.389725","Napanoch, New York","2,243",1.73%,"#28,324"
12159,"42.651428, -73.885894","Slingerlands, New York","7,646",1.72%,"#28,343"
14814,"42.141860, -76.950494","Big Flats, New York","1,747",1.72%,"#28,351"
11721,"40.892021, -73.370810","Centerport, New York","6,218",1.71%,"#28,370"
13450,"42.699265, -74.813133","Roseboom, New York",219,1.66%,"#28,480"
12092,"42.703054, -74.389967","Howes Cave, New York",861,1.65%,"#28,512"
14082,"42.655393, -78.377089","Java Center, New York",428,1.65%,"#28,516"
11516,"40.627479, -73.727879","Cedarhurst, New York","7,068",1.56%,"#28,684"
10987,"41.199212, -74.224545","Tuxedo Park, New York","3,148",1.54%,"#28,726"
10536,"41.296920, -73.729864","Katonah, New York","10,612",1.53%,"#28,750"
11941,"40.828756, -72.718536","Eastport, New York","2,275",1.53%,"#28,751"
12196,"42.631786, -73.613946","West Sand Lake, New York","2,841",1.53%,"#28,752"
12874,"43.690560, -73.549746","Silver Bay, New York",176,1.53%,"#28,757"
13334,"42.838213, -75.654080","Eaton, New York","1,526",1.52%,"#28,782"
11797,"40.820348, -73.472077","Woodbury, New York","9,005",1.47%,"#28,882"
13360,"43.737593, -74.741983","Inlet, New York",412,1.41%,"#28,972"
12729,"41.489701, -74.613104","Cuddebackville, New York","1,302",1.40%,"#28,995"
13063,"42.847233, -75.967841","Fabius, New York","2,027",1.39%,"#29,005"
10501,"41.288104, -73.759211","Amawalk, New York",843,1.34%,"#29,083"
12156,"42.470821, -73.748257","Schodack Landing, New York",923,1.25%,"#29,201"
13752,"42.190557, -74.897015","Delancey, New York",715,1.24%,"#29,209"
11598,"40.631555, -73.711280","Woodmere, New York","13,226",1.23%,"#29,230"
10931,"41.127584, -74.170333","Hillburn, New York",881,1.18%,"#29,295"
11509,"40.587962, -73.729710","Atlantic Beach, New York","2,861",1.17%,"#29,310"
10514,"41.172330, -73.768948","Chappaqua, New York","12,004",1.16%,"#29,327"
10504,"41.134968, -73.698635","Armonk, New York","7,185",1.15%,"#29,335"
12410,"42.088220, -74.449697","Big Indian, New York",820,1.11%,"#29,384"
12067,"42.557461, -73.920294","Feura Bush, New York","1,854",1.08%,"#29,410"
12582,"41.550169, -73.726637","Stormville, New York","4,550",0.99%,"#29,500"
13490,"43.109467, -75.424150","Westmoreland, New York","1,710",0.96%,"#29,523"
12514,"41.877418, -73.764441","Clinton Corners, New York","2,854",0.92%,"#29,560"
10994,"41.098072, -73.972649","West Nyack, New York","6,493",0.88%,"#29,587"
13403,"43.164533, -75.267645","Marcy, New York","7,919",0.83%,"#29,636"
11960,"40.806462, -72.702460","Remsenburg, New York",822,0.76%,"#29,686"
12548,"41.657693, -74.101817","Modena, New York","1,528",0.73%,"#29,700"
11948,"40.963769, -72.553554","Laurel, New York",903,0.73%,"#29,701"
11020,"40.770007, -73.712974","Great Neck, New York","4,043",0.70%,"#29,721"
10996,"41.393700, -73.972175","West Point, New York","7,126",0.64%,"#29,746"
11956,"40.976187, -72.466401","New Suffolk, New York",316,0.58%,"#29,774"
10506,"41.190889, -73.638479","Bedford, New York","5,537",0.52%,"#29,794"
13602,"44.061817, -75.741909","Fort Drum, New York","4,651",0.45%,"#29,824"
13842,"42.381200, -74.724657","South Kortright, New York",538,0.45%,"#29,827"
11957,"41.153376, -72.263818","Orient, New York",662,0.43%,"#29,831"
11976,"40.929237, -72.347410","Water Mill, New York","1,822",0.42%,"#29,835"
13475,"42.866228, -74.853412","Van Hornesville, New York",7,0.00%,"#30,075"
13062,"42.486498, -76.380690","Etna, New York",131,0.00%,"#30,076"
13341,"43.036698, -75.397188","Franklin Springs, New York",54,0.00%,"#30,077"
14415,"42.753296, -77.023266","Bellona, New York",62,0.00%,"#30,078"
12961,"44.061814, -73.581572","Moriah Center, New York",171,0.00%,"#30,079"
14026,"42.942011, -78.689442","Bowmansville, New York",722,0.00%,"#30,080"
14881,"42.405998, -76.351681","Slaterville Springs, New York",161,0.00%,"#30,081"
12987,"44.327908, -73.846253","Upper Jay, New York",326,0.00%,"#30,084"
13310,"42.889620, -75.571545","Bouckville, New York",491,0.00%,"#30,085"
13418,"42.847748, -75.389226","North Brookfield, New York",325,0.00%,"#30,086"
14083,"42.677412, -78.440118","Java Village, New York",43,0.00%,"#30,093"
12856,"43.710422, -74.166016","North River, New York",224,0.00%,"#30,099"
12858,"43.908933, -73.675780","Paradox, New York",48,0.00%,"#30,100"
12585,"41.726404, -73.691510","Verbank, New York",956,0.00%,"#30,105"
12784,"41.667446, -74.611602","Thompsonville, New York",59,0.00%,"#30,106"
12785,"41.521037, -74.589126","Westbrookville, New York",186,0.00%,"#30,107"
12863,"43.063469, -73.935709","Rock City Falls, New York",596,0.00%,"#30,108"
12592,"41.783329, -73.556777","Wassaic, New York","1,214",0.00%,"#30,113"
12792,"41.525311, -74.938845","Yulan, New York",295,0.00%,"#30,117"
12489,"41.755712, -74.349070","Wawarsing, New York",290,0.00%,"#30,121"
12724,"41.858901, -74.943035","Callicoon Center, New York",296,0.00%,"#30,128"
12886,"43.648782, -73.909241","Wevertown, New York",84,0.00%,"#30,129"
12903,"44.684070, -73.445756","Plattsburgh, New York",44,0.00%,"#30,130"
12495,"42.086489, -74.248476","Willow, New York",189,0.00%,"#30,135"
12727,"41.660107, -74.982500","Cochecton Center, New York",23,0.00%,"#30,136"
12911,"44.535049, -73.468852","Keeseville, New York",35,0.00%,"#30,138"
12459,"42.234184, -74.693522","New Kingston, New York",354,0.00%,"#30,143"
12821,"43.453350, -73.408531","Comstock, New York","3,219",0.00%,"#30,145"
12738,"41.654765, -74.560004","Glen Wild, New York",320,0.00%,"#30,147"
12823,"43.179961, -73.409117","Cossayuna, New York",190,0.00%,"#30,149"
12841,"43.639940, -73.507678","Huletts Landing, New York",87,0.00%,"#30,213"
12762,"41.664364, -74.792204","Mongaup Valley, New York",342,0.00%,"#30,216"
12945,"44.342824, -74.251344","Lake Clear, New York",736,0.00%,"#30,220"
6390,"41.277367, -71.952693","Fishers Island, New York",289,0.00%,"#30,368"
12041,"42.539990, -73.973842","Clarksville, New York",14,0.00%,"#30,499"
11947,"40.947855, -72.575934","Jamesport, New York",218,0.00%,"#30,500"
12045,"42.478837, -73.797553","Coeymans, New York",746,0.00%,"#30,501"
12140,"42.696684, -73.540064","Poestenkill, New York","1,303",0.00%,"#30,502"
10597,"41.292024, -73.606222","Waccabuc, New York",445,0.00%,"#30,504"
12405,"42.322121, -74.071832","Acra, New York",454,0.00%,"#30,505"
12411,"41.878105, -74.038886","Bloomington, New York",382,0.00%,"#30,506"
12412,"42.002120, -74.229211","Boiceville, New York",927,0.00%,"#30,507"
11958,"41.039067, -72.464419","Peconic, New York",445,0.00%,"#30,509"
12419,"41.852184, -74.107250","Cottekill, New York",315,0.00%,"#30,510"
10518,"41.277016, -73.602519","Cross River, New York","1,552",0.00%,"#30,512"
10985,"41.583519, -74.373188","Thompson Ridge, New York",57,0.00%,"#30,513"
11770,"40.644757, -73.160803","Ocean Beach, New York",190,0.00%,"#30,514"
12063,"42.553220, -73.632347","East Schodack, New York",192,0.00%,"#30,515"
12429,"41.815633, -73.974822","Esopus, New York",51,0.00%,"#30,516"
11965,"41.076855, -72.341896","Shelter Island Heights, New York","1,080",0.00%,"#30,518"
12439,"42.295070, -74.213326","Hensonville, New York",107,0.00%,"#30,519"
11970,"40.940660, -72.573108","South Jamesport, New York",319,0.00%,"#30,520"
11975,"40.941107, -72.244466","Wainscott, New York",398,0.00%,"#30,522"
10535,"41.335169, -73.793919","Jefferson Valley, New York",416,0.00%,"#30,523"
12176,"42.382017, -73.980862","Surprise, New York",175,0.00%,"#30,524"
12416,"42.102658, -74.282783","Chichester, New York",87,0.00%,"#30,525"
12433,"42.000525, -74.156458","Glenford, New York",404,0.00%,"#30,528"
12028,"42.934442, -73.442269","Buskirk, New York","1,100",0.00%,"#30,529"
12115,"42.477297, -73.576704","Malden Bridge, New York",242,0.00%,"#30,530"
